index,cleaned_text,kmeans_k2,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,kmeans_k7
36,"sudoku solver write a program to solve a sudoku puzzle by filling the empty cells. a sudoku solution must satisfy all of the following rules: each of the digits `1-9` must occur exactly once in each row. each of the digits `1-9` must occur exactly once in each column. each of the digits `1-9` must occur exactly once in each of the 9 `3x3` sub-boxes of the grid. the `'.'` character indicates empty cells. example 1: input: board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]] output: [[""5"",""3"",""4"",""6"",""7"",""8"",""9"",""1"",""2""],[""6"",""7"",""2"",""1"",""9"",""5"",""3"",""4"",""8""],[""1"",""9"",""8"",""3"",""4"",""2"",""5"",""6"",""7""],[""8"",""5"",""9"",""7"",""6"",""1"",""4"",""2"",""3""],[""4"",""2"",""6"",""8"",""5"",""3"",""7"",""9"",""1""],[""7"",""1"",""3"",""9"",""2"",""4"",""8"",""5"",""6""],[""9"",""6"",""1"",""5"",""3"",""7"",""2"",""8"",""4""],[""2"",""8"",""7"",""4"",""1"",""9"",""6"",""3"",""5""],[""3"",""4"",""5"",""2"",""8"",""6"",""1"",""7"",""9""]] explanation: the input board is shown above and the only valid solution is shown below: constraints: `board.length == 9` `board[i].length == 9` `board[i][j]` is a digit or `'.'`. it is guaranteed that the input board has only one solution. topics: hash table,backtracking",1,1,3,1,4,6
37,"count and say the count-and-say sequence is a sequence of digit strings defined by the recursive formula: `countandsay(1) = ""1""` `countandsay(n)` is the way you would ""say"" the digit string from `countandsay(n-1)`, which is then converted into a different digit string. to determine how you ""say"" a digit string, split it into the minimal number of groups so that each group is a contiguous section all of the same character. then for each group, say the number of characters, then say the character. to convert the saying into a digit string, replace the counts with a number and concatenate every saying. for example, the saying and conversion for digit string `""3322251""`: given a positive integer `n`, return the `nth` term of the count-and-say sequence. example 1: input: n = 1 output: ""1"" explanation: this is the base case. example 2: input: n = 4 output: ""1211"" explanation: countandsay(1) = ""1"" countandsay(2) = say ""1"" = one 1 = ""11"" countandsay(3) = say ""11"" = two 1's = ""21"" countandsay(4) = say ""21"" = one 2 + one 1 = ""12"" + ""11"" = ""1211"" constraints: `1 <= n <= 30` topics: string",1,2,0,2,5,2
38,"combination sum given an array of distinct integers `candidates` and a target integer `target`, return a list of all unique combinations of `candidates` where the chosen numbers sum to `target`. you may return the combinations in any order. the same number may be chosen from `candidates` an unlimited number of times. two combinations are unique if the frequency of at least one of the chosen numbers is different. it is guaranteed that the number of unique combinations that sum up to `target` is less than `150` combinations for the given input. example 1: input: candidates = [2,3,6,7], target = 7 output: [[2,2,3],[7]] explanation: 2 and 3 are candidates, and 2 + 2 + 3 = 7. note that 2 can be used multiple times. 7 is a candidate, and 7 = 7. these are the only two combinations. example 2: input: candidates = [2,3,5], target = 8 output: [[2,2,2,2],[2,3,3],[3,5]] example 3: input: candidates = [2], target = 1 output: [] example 4: input: candidates = [1], target = 1 output: [[1]] example 5: input: candidates = [1], target = 2 output: [[1,1]] constraints: `1 <= candidates.length <= 30` `1 <= candidates[i] <= 200` all elements of `candidates` are distinct. `1 <= target <= 500` topics: array,backtracking",1,1,3,4,3,3
39,"combination sum ii given a collection of candidate numbers (`candidates`) and a target number (`target`), find all unique combinations in `candidates` where the candidate numbers sum to `target`. each number in `candidates` may only be used once in the combination. note: the solution set must not contain duplicate combinations. example 1: input: candidates = [10,1,2,7,6,1,5], target = 8 output: [ [1,1,6], [1,2,5], [1,7], [2,6] ] example 2: input: candidates = [2,5,2,1,2], target = 5 output: [ [1,2,2], [5] ] constraints: `1 <= candidates.length <= 100` `1 <= candidates[i] <= 50` `1 <= target <= 30` topics: array,backtracking",1,1,3,4,3,3
40,"first missing positive given an unsorted integer array `nums`, find the smallest missing positive integer. example 1: input: nums = [1,2,0] output: 3 example 2: input: nums = [3,4,-1,1] output: 2 example 3: input: nums = [7,8,9,11,12] output: 1 constraints: `0 <= nums.length <= 300` `-231 <= nums[i] <= 231 - 1` follow up: could you implement an algorithm that runs in `o(n)` time and uses constant extra space? topics: array",1,1,3,4,3,3
41,"trapping rain water given `n` non-negative integers representing an elevation map where the width of each bar is `1`, compute how much water it can trap after raining. example 1: input: height = [0,1,0,2,1,0,1,3,2,1,2,1] output: 6 explanation: the above elevation map (black section) is represented by array [0,1,0,2,1,0,1,3,2,1,2,1]. in this case, 6 units of rain water (blue section) are being trapped. example 2: input: height = [4,2,0,3,2,5] output: 9 constraints: `n == height.length` `0 <= n <= 3 * 104` `0 <= height[i] <= 105` topics: array,two pointers,dynamic programming,stack",1,1,3,1,4,6
42,"multiply strings given two non-negative integers `num1` and `num2` represented as strings, return the product of `num1` and `num2`, also represented as a string. note: you must not use any built-in biginteger library or convert the inputs to integer directly. example 1: input: num1 = ""2"", num2 = ""3"" output: ""6"" example 2: input: num1 = ""123"", num2 = ""456"" output: ""56088"" constraints: `1 <= num1.length, num2.length <= 200` `num1` and `num2` consist of digits only. both `num1` and `num2` do not contain any leading zero, except the number `0` itself. topics: math,string",1,2,0,4,5,2
43,"wildcard matching given an input string (`s`) and a pattern (`p`), implement wildcard pattern matching with support for `'?'` and `'*'` where: `'?'` matches any single character. `'*'` matches any sequence of characters (including the empty sequence). the matching should cover the entire input string (not partial). example 1: input: s = ""aa"", p = ""a"" output: false explanation: ""a"" does not match the entire string ""aa"". example 2: input: s = ""aa"", p = ""*"" output: true explanation: '*' matches any sequence. example 3: input: s = ""cb"", p = ""?a"" output: false explanation: '?' matches 'c', but the second letter is 'a', which does not match 'b'. example 4: input: s = ""adceb"", p = ""*a*b"" output: true explanation: the first '*' matches the empty sequence, while the second '*' matches the substring ""dce"". example 5: input: s = ""acdcb"", p = ""a*c?b"" output: false constraints: `0 <= s.length, p.length <= 2000` `s` contains only lowercase english letters. `p` contains only lowercase english letters, `'?'` or `'*'`. topics: string,dynamic programming,backtracking,greedy",1,2,0,2,0,4
44,"jump game ii given an array of non-negative integers `nums`, you are initially positioned at the first index of the array. each element in the array represents your maximum jump length at that position. your goal is to reach the last index in the minimum number of jumps. you can assume that you can always reach the last index. example 1: input: nums = [2,3,1,1,4] output: 2 explanation: the minimum number of jumps to reach the last index is 2. jump 1 step from index 0 to 1, then 3 steps to the last index. example 2: input: nums = [2,3,0,1,4] output: 2 constraints: `1 <= nums.length <= 1000` `0 <= nums[i] <= 105` topics: array,greedy",1,1,3,1,3,3
45,"permutations given an array `nums` of distinct integers, return all the possible permutations. you can return the answer in any order. example 1: input: nums = [1,2,3] output: [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]] example 2: input: nums = [0,1] output: [[0,1],[1,0]] example 3: input: nums = [1] output: [[1]] constraints: `1 <= nums.length <= 6` `-10 <= nums[i] <= 10` all the integers of `nums` are unique. topics: backtracking",1,1,3,4,3,3
46,"permutations ii given a collection of numbers, `nums`, that might contain duplicates, return all possible unique permutations in any order. example 1: input: nums = [1,1,2] output: [[1,1,2], [1,2,1], [2,1,1]] example 2: input: nums = [1,2,3] output: [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]] constraints: `1 <= nums.length <= 8` `-10 <= nums[i] <= 10` topics: backtracking",1,1,3,4,3,3
47,"rotate image you are given an n x n 2d `matrix` representing an image, rotate the image by 90 degrees (clockwise). you have to rotate the image in-place, which means you have to modify the input 2d matrix directly. do not allocate another 2d matrix and do the rotation. example 1: input: matrix = [[1,2,3],[4,5,6],[7,8,9]] output: [[7,4,1],[8,5,2],[9,6,3]] example 2: input: matrix = [[5,1,9,11],[2,4,8,10],[13,3,6,7],[15,14,12,16]] output: [[15,13,2,5],[14,3,4,1],[12,6,8,9],[16,7,10,11]] example 3: input: matrix = [[1]] output: [[1]] example 4: input: matrix = [[1,2],[3,4]] output: [[3,1],[4,2]] constraints: `matrix.length == n` `matrix[i].length == n` `1 <= n <= 20` `-1000 <= matrix[i][j] <= 1000` topics: array",1,1,3,1,4,6
48,"group anagrams given an array of strings `strs`, group the anagrams together. you can return the answer in any order. an anagram is a word or phrase formed by rearranging the letters of a different word or phrase, typically using all the original letters exactly once. example 1: input: strs = [""eat"",""tea"",""tan"",""ate"",""nat"",""bat""] output: [[""bat""],[""nat"",""tan""],[""ate"",""eat"",""tea""]] example 2: input: strs = [""""] output: [[""""]] example 3: input: strs = [""a""] output: [[""a""]] constraints: `1 <= strs.length <= 104` `0 <= strs[i].length <= 100` `strs[i]` consists of lower-case english letters. topics: hash table,string",1,2,0,2,0,4
49,"pow(x, n) implement pow(x, n), which calculates `x` raised to the power `n` (i.e., `xn`). example 1: input: x = 2.00000, n = 10 output: 1024.00000 example 2: input: x = 2.10000, n = 3 output: 9.26100 example 3: input: x = 2.00000, n = -2 output: 0.25000 explanation: 2-2 = 1/22 = 1/4 = 0.25 constraints: `-100.0 < x < 100.0` `-231 <= n <= 231-1` `-104 <= xn <= 104` topics: math,binary search",1,1,3,4,5,2
50,"n-queens the n-queens puzzle is the problem of placing `n` queens on an `n x n` chessboard such that no two queens attack each other. given an integer `n`, return all distinct solutions to the n-queens puzzle. each solution contains a distinct board configuration of the n-queens' placement, where `'q'` and `'.'` both indicate a queen and an empty space, respectively. example 1: input: n = 4 output: [["".q.."",""...q"",""q..."",""..q.""],[""..q."",""q..."",""...q"","".q..""]] explanation: there exist two distinct solutions to the 4-queens puzzle as shown above example 2: input: n = 1 output: [[""q""]] constraints: `1 <= n <= 9` topics: backtracking",1,1,3,1,4,6
51,"n-queens ii the n-queens puzzle is the problem of placing `n` queens on an `n x n` chessboard such that no two queens attack each other. given an integer `n`, return the number of distinct solutions to the n-queens puzzle. example 1: input: n = 4 output: 2 explanation: there are two distinct solutions to the 4-queens puzzle as shown. example 2: input: n = 1 output: 1 constraints: `1 <= n <= 9` topics: backtracking",1,1,3,1,4,6
52,"maximum subarray given an integer array `nums`, find the contiguous subarray (containing at least one number) which has the largest sum and return its sum. example 1: input: nums = [-2,1,-3,4,-1,2,1,-5,4] output: 6 explanation: [4,-1,2,1] has the largest sum = 6. example 2: input: nums = [1] output: 1 example 3: input: nums = [5,4,-1,7,8] output: 23 constraints: `1 <= nums.length <= 3 * 104` `-105 <= nums[i] <= 105` follow up: if you have figured out the `o(n)` solution, try coding another solution using the divide and conquer approach, which is more subtle. topics: array,divide and conquer,dynamic programming",1,1,3,4,3,3
